case_id;activity;start_timestamp;complete_timestamp;station;rotary_table;nest;qib;error_code;tray_row;tray_column
164779;ts3o;2023-01-05 06:57:39.062;2023-01-05 06:57:44.626;3;M;4;1;;;
164776;ts6o;2023-01-05 06:57:39.093;2023-01-05 06:57:44.390;6;M;7;1;;;
164780;ts2o;2023-01-05 06:57:39.953;2023-01-05 06:57:47.067;2;M;3;1;;;
164778;ts4o;2023-01-05 06:57:41.281;2023-01-05 06:57:51.573;4;M;5;1;;;
164770;ts8o;2023-01-05 06:57:41.687;2023-01-05 06:57:45.850;8;M;1;1;;3;1
164772;ts7o;2023-01-05 06:57:45.046;2023-01-05 06:57:50.115;7;S;4;1;;;
164782;ts1o;2023-01-05 06:57:45.859;2023-01-05 06:57:52.221;1;M;1;1;;;
164778;ts5o;2023-01-05 06:57:46.906;2023-01-05 06:57:51.928;5;M;5;1;;;
164777;ts6o;2023-01-05 06:57:47.187;2023-01-05 06:57:52.406;6;M;6;1;;;
164780;ts3o;2023-01-05 06:57:47.265;2023-01-05 06:57:52.874;3;M;3;1;;;
164781;ts2o;2023-01-05 06:57:47.781;2023-01-05 06:57:55.567;2;M;2;1;;;
164779;ts4o;2023-01-05 06:57:48.406;2023-01-05 06:57:53.154;4;M;4;1;;;
164771;ts8o;2023-01-05 06:57:49.781;2023-01-05 06:57:53.850;8;M;8;1;;4;1
164773;ts7o;2023-01-05 06:57:52.171;2023-01-05 06:57:57.201;7;S;3;1;;;
164783;ts1o;2023-01-05 06:57:53.109;2023-01-05 06:57:59.595;1;M;8;1;;;
164779;ts5o;2023-01-05 06:57:54.062;2023-01-05 06:57:59.098;5;M;4;1;;;
164778;ts6o;2023-01-05 06:57:54.296;2023-01-05 06:57:59.475;6;M;5;1;;;
164781;ts3o;2023-01-05 06:57:55.578;2023-01-05 06:58:03.875;3;M;2;1;;;
164780;ts4o;2023-01-05 06:57:55.906;2023-01-05 06:58:05.909;4;M;3;1;;;
164772;ts8o;2023-01-05 06:57:56.921;2023-01-05 06:58:01.018;8;M;7;1;;5;1
164782;ts2o;2023-01-05 06:57:57.484;2023-01-05 06:58:07.175;2;M;1;1;;;
164774;ts7o;2023-01-05 06:58:01.234;2023-01-05 06:58:08.522;7;S;1;1;;;
164784;ts1o;2023-01-05 06:58:02.203;2023-01-05 06:58:08.475;1;M;7;1;;;
164780;ts5o;2023-01-05 06:58:03.125;2023-01-05 06:58:08.161;5;M;3;1;;;
164779;ts6o;2023-01-05 06:58:03.250;2023-01-05 06:58:08.314;6;M;4;1;;;
164782;ts3o;2023-01-05 06:58:03.468;2023-01-05 06:58:09.069;3;M;1;1;;;
164781;ts4o;2023-01-05 06:58:05.109;2023-01-05 06:58:09.797;4;M;2;1;;;
164783;ts2o;2023-01-05 06:58:05.187;2023-01-05 06:58:13.155;2;M;8;1;;;
164773;ts8o;2023-01-05 06:58:06.109;2023-01-05 06:58:10.300;8;M;6;1;;6;1
164775;ts7o;2023-01-05 06:58:08.953;2023-01-05 06:58:14.012;7;S;4;1;;;
164785;ts1o;2023-01-05 06:58:09.906;2023-01-05 06:58:16.266;1;M;6;1;;;
164781;ts5o;2023-01-05 06:58:10.843;2023-01-05 06:58:15.901;5;M;2;1;;;
